cid,boro,x,y
4384835,queens,-8216393.65,4963451.83
4512905,staten island,-8250168.66,4948785.55
58710,manhattan,-8234489.88,4980998.82
3798393,queens,-8222116.59,4977215.34
3148372,queens,-8225385.93,4967832.22
4594134,manhattan,-8237078.37,4977047.65
3757647,brooklyn,-8236931.43,4966301.78
4271396,queens,-8221809.35,4974273.46
4298529,queens,-8217837.47,4974124.33
3606051,,-8224984.18,4996480.67
4068500,brooklyn,-8229838.82,4961833.91
4022585,brooklyn,-8235607.40,4953276.65
361587,brooklyn,-8226752.43,4959940.86
3712743,manhattan,-8229985.76,4989987.22
3476346,brooklyn,-8232959.11,4967305.98
3525058,manhattan,-8230508.97,4982196.66
169494,brooklyn,-8226802.20,4965353.30
3066036,,-8219641.10,4976365.22
4336785,,-8232969.13,4969698.85
3457066,,-8238811.17,4961626.71
94167,bronx,-8227440.96,4990998.12
4565513,queens,-8217522.43,4972785.08
3927034,queens,-8215844.18,4968514.09
4468306,manhattan,-8237604.10,4971359.48
3974364,staten island,-8263802.40,4942089.80
3079439,,-8210970.69,4978288.95
47029,manhattan,-8233419.25,4977554.74
4439678,brooklyn,-8233599.19,4958248.72
4036991,manhattan,-8234886.05,4979536.70
4088878,,-8224975.83,4974621.53
4431570,brooklyn,-8228787.97,4962149.54
4433321,queens,-8211611.37,4969667.72
3392736,,-8230088.37,4988945.11
3808993,manhattan,-8236779.59,4977601.58
3932396,,-8222163.34,4988611.94
11600,manhattan,-8237346.28,4973577.65
4429836,staten island,-8256199.28,4947583.53
4620434,brooklyn,-8232316.79,4972031.94
3387810,manhattan,-8234606.98,4981908.48
4432523,,-8226234.30,4989357.98
31477,manhattan,-8237068.19,4975579.55
3556435,queens,-8217506.29,4969559.93
4130881,queens,-8222439.42,4968687.80
3534397,,-8234896.07,4965157.79
4265602,,-8214318.66,4964285.91
3841130,,-8213402.50,4981341.93
348249,brooklyn,-8230529.69,4959637.51
4314022,staten island,-8250587.66,4947061.19
3407358,manhattan,-8235412.59,4975814.09
4451224,,-8230730.49,4951463.69
4433825,brooklyn,-8233521.27,4949940.52
3867013,,-8226677.91,4976916.26
4414358,brooklyn,-8235435.97,4962489.11
3388894,bronx,-8220287.75,4994428.68
4341763,queens,-8214314.21,4970459.30
3740602,,-8220948.85,4986945.13
235239,queens,-8217460.61,4969494.86
209197,queens,-8213135.77,4969833.17
3799356,,-8235305.05,4972319.41
92956,bronx,-8226505.38,4991334.00
41193,manhattan,-8235667.00,4976622.01
3828898,brooklyn,-8231936.75,4970264.70
3347576,manhattan,-8237375.53,4976113.57
3994310,brooklyn,-8237273.85,4963074.95
4388927,bronx,-8228712.83,4983414.70
3837151,,-8228219.12,4984985.01
4536749,brooklyn,-8232965.79,4970338.87
3254034,staten island,-8250907.74,4957306.29
4035517,manhattan,-8232583.96,4979066.59
4554138,queens,-8211406.54,4961697.29
4436844,brooklyn,-8224703.21,4964550.26
303078,staten island,-8255792.64,4943066.20
3836080,brooklyn,-8230000.24,4967372.63
319089,manhattan,-8235565.26,4975107.06
4088325,,-8207904.43,4974577.89
1022850,brooklyn,-8225652.84,4962641.97
3310223,queens,-8217032.34,4981634.05
3729603,,-8226936.72,4979164.34
14676,manhattan,-8236215.19,4973081.58
3965019,brooklyn,-8230095.41,4951318.28
3792946,,-8226813.72,4989435.97
64997,manhattan,-8232021.43,4986964.74
4211668,,-8239413.97,4969169.45
4227718,,-8219759.96,4980768.96
4566103,,-8227294.06,4995631.02
4408494,,-8230210.63,4959663.89
298910,staten island,-8248875.51,4952203.45
12710,manhattan,-8235887.00,4970956.77
3312134,queens,-8211470.76,4975626.58
4240295,,-8234168.71,4959276.74
3810941,queens,-8225861.38,4973623.34
3974302,,-8256244.92,4945964.13
3290833,queens,-8212296.58,4973077.64
4527281,brooklyn,-8227658.07,4967007.06
3996894,brooklyn,-8238708.76,4963710.13
3600767,brooklyn,-8235070.84,4952533.95
4333998,manhattan,-8238230.09,4972912.74
3902116,brooklyn,-8234022.21,4965512.59
258778,queens,-8222642.06,4975126.75
3888065,bronx,-8223659.48,4994518.64
3800396,,-8225316.47,4972570.46
4085201,,-8227054.72,4984090.77
3234691,manhattan,-8235514.65,4976898.70
18138,manhattan,-8237936.06,4977029.22
4321605,brooklyn,-8236835.25,4967252.83
3872443,,-8252268.14,4956219.11
3639802,manhattan,-8237455.30,4977126.72
4151281,brooklyn,-8233847.44,4953532.78
4066638,brooklyn,-8231216.51,4957575.02
3482829,manhattan,-8233369.88,4977647.00
3276453,staten island,-8262520.53,4944836.74
3757762,,-8232262.25,4970299.95
143696,brooklyn,-8241001.31,4956208.95
3194747,,-8217940.88,4974272.42
4103159,,-8215500.20,4992539.63
3465544,manhattan,-8237559.94,4976934.48
3265201,queens,-8219936.40,4965279.95
342853,brooklyn,-8234055.09,4953164.96
4479095,manhattan,-8230712.68,4986474.81
4065889,manhattan,-8237636.75,4975300.96
4055011,,-8233563.13,4982311.35
4357361,,-8227478.85,4966197.69
3737027,brooklyn,-8228582.03,4958226.28
4057374,brooklyn,-8235447.10,4966129.87
3815731,,-8220469.06,4974248.34
3584841,manhattan,-8235981.43,4976916.26
3979184,,-8221446.45,4973586.90
3299007,brooklyn,-8233476.04,4964029.35
54011,manhattan,-8235534.22,4981196.44
3297144,queens,-8231193.89,4975571.77
2938055,,-8223346.99,4990577.99
10940,manhattan,-8236613.21,4973308.64
351800,manhattan,-8230674.56,4984382.77
3631663,bronx,-8228598.17,4985057.96
109085,bronx,-8226824.58,4994906.11
4316855,brooklyn,-8224650.22,4962784.08
4222937,staten island,-8246210.02,4956475.76
3721557,manhattan,-8237283.87,4971926.62
3374579,manhattan,-8235179.30,4976231.05
346250,brooklyn,-8228487.67,4967292.81
130578,brooklyn,-8235400.48,4957838.46
202924,queens,-8210883.23,4952923.55
3833252,bronx,-8226222.61,4998704.84
3954114,,-8232686.37,4964899.60
186178,brooklyn,-8230102.64,4967797.94
4102594,manhattan,-8238084.81,4974487.68
287544,staten island,-8253045.05,4956706.94
204755,queens,-8219256.02,4967036.32
223670,queens,-8208827.31,4962727.46
4566675,bronx,-8221847.86,4984908.08
4376412,queens,-8220185.20,4964102.89
3472398,queens,-8220519.15,4950831.80
4397095,queens,-8230746.08,4977377.30
4176137,,-8234871.58,4975939.44
4448465,,-8231639.97,4981363.83
3266264,manhattan,-8230800.50,4985428.06
4377203,manhattan,-8236362.14,4977609.96
4127575,queens,-8218736.93,4966543.13
3934601,,-8235817.12,4967260.61
319364,brooklyn,-8236725.17,4965962.08
3842641,brooklyn,-8229518.22,4960483.86
4584013,queens,-8229737.08,4978943.99
4440699,brooklyn,-8224281.09,4963906.80
980,manhattan,-8238495.60,4970032.13
361936,manhattan,-8231634.17,4982219.08
341189,manhattan,-8237230.88,4976034.12
4497783,brooklyn,-8226054.52,4964674.43
4191461,manhattan,-8235863.43,4971143.73
24892,manhattan,-8235589.46,4974637.22
3691276,brooklyn,-8228215.78,4963023.29
4624800,brooklyn,-8236555.17,4963575.11
3210398,manhattan,-8234547.89,4975510.50
3473187,queens,-8210006.14,4961717.98
4470382,staten island,-8251746.35,4947342.27
313900,queens,-8223784.28,4976812.00
4620064,manhattan,-8230983.85,4986596.62
4418770,bronx,-8225169.53,4987806.09
4086691,manhattan,-8234853.21,4974960.36
3904289,brooklyn,-8236148.41,4950411.29
3136586,brooklyn,-8237335.14,4957227.98
162418,brooklyn,-8227371.60,4962018.40
4589823,queens,-8229619.52,4974027.36
4429677,,-8252114.97,4958574.66
4134381,,-8223014.94,4972981.34
996924,brooklyn,-8236238.82,4965123.94
3474580,queens,-8208259.54,4963289.36
3198808,manhattan,-8232344.30,4982739.34
3232779,manhattan,-8237816.60,4970732.38
4425916,queens,-8229962.94,4972470.71
358473,manhattan,-8235811.08,4973223.84
3446578,,-8231149.05,4971361.11
42908,manhattan,-8235103.79,4977641.25
3719102,queens,-8225029.38,4977410.96
2815264,brooklyn,-8229757.99,4970039.05
3355102,queens,-8210863.51,4971285.26
4093276,,-8231016.58,4985786.22
4370081,bronx,-8225555.25,4993152.88
187572,brooklyn,-8228359.33,4968860.43
3928593,,-8218693.51,4950868.73
4349469,,-8225979.38,4963695.45
3912374,manhattan,-8235483.83,4971375.21
2812080,queens,-8215631.91,4968858.47
3755570,manhattan,-8233923.13,4977233.71
3886600,,-8255887.03,4953128.43
4159196,bronx,-8219720.44,4994908.36
293445,staten island,-8247737.19,4952975.68
357468,brooklyn,-8234919.57,4953734.28
4483162,,-8219823.41,4981511.45
4306213,manhattan,-8230457.76,4989868.90
4524956,,-8234536.50,4972521.54
3627810,,-8220292.06,4971467.60
355013,queens,-8221368.79,4974229.40
4601325,,-8255723.94,4954573.80
3649411,queens,-8227456.59,4968487.07
3262724,queens,-8230675.51,4974017.93
4090680,brooklyn,-8230319.72,4957318.79
28097,manhattan,-8236205.11,4976066.28
3607631,queens,-8210265.96,4953446.72
4258482,brooklyn,-8236424.48,4964234.10
3659064,queens,-8211448.17,4962038.17
312684,brooklyn,-8230423.70,4965769.26
3177853,brooklyn,-8232389.24,4964939.32
204487,queens,-8220201.53,4966274.05
4183434,queens,-8222004.16,4975860.38
1020233,queens,-8226994.72,4969532.55
3456582,queens,-8225315.91,4974861.47
3614387,brooklyn,-8225187.34,4962914.25
4479532,brooklyn,-8229056.69,4965789.44
3464061,manhattan,-8234289.38,4982112.11
2848729,,-8232082.73,4978089.55
3393268,,-8232987.58,4976911.84
4435526,brooklyn,-8231831.44,4959870.45
3349528,manhattan,-8235120.68,4971406.10
3153683,manhattan,-8234542.62,4976958.94
3894328,bronx,-8225886.98,4985263.01
3380900,,-8236082.06,4968302.25
3598236,,-8216684.20,4967279.70
3886655,brooklyn,-8228528.59,4963582.45
4443215,brooklyn,-8223751.87,4966372.83
300012,staten island,-8254433.70,4946186.24
4383285,bronx,-8226629.48,4992932.66
309430,brooklyn,-8238514.55,4957450.98
4466434,queens,-8210272.56,4954708.27
44586,manhattan,-8237035.46,4978584.77
244304,queens,-8228718.68,4973694.54
3234004,staten island,-8246302.91,4955619.19
3778982,brooklyn,-8228757.91,4960401.55
1017990,brooklyn,-8232978.59,4960342.09
4349025,bronx,-8227866.24,4986046.15
4051599,queens,-8228275.34,4974527.94
4194544,,-8227660.30,4978362.50
1009322,bronx,-8230086.89,4984589.83
4442273,bronx,-8227407.60,4985284.63
4439722,bronx,-8226251.55,4985413.63
3598389,brooklyn,-8230010.25,4951517.93
4004418,manhattan,-8235281.23,4975196.05
59655,manhattan,-8231092.88,4983631.01
4034011,queens,-8218197.59,4967978.58
3729171,manhattan,-8236070.49,4974549.24
72963,bronx,-8228166.48,4985601.47
4340817,manhattan,-8231086.71,4988264.55
4044085,brooklyn,-8231425.13,4964997.06
3808059,queens,-8219164.95,4976612.05
3680338,brooklyn,-8229851.07,4960586.27
3399668,queens,-8210730.22,4968057.39
69651,manhattan,-8231304.25,4988798.89
3825076,,-8207413.51,4969870.38
4119281,manhattan,-8237528.77,4974747.30
3033908,,-8213578.32,4971117.16
4606928,queens,-8219282.40,4971076.61
4321553,queens,-8226159.71,4973617.76
4497478,brooklyn,-8223109.56,4964248.78
3177502,manhattan,-8238483.72,4971986.96
327359,queens,-8213663.53,4968952.95
4072327,,-8212540.44,4963836.35
4377232,queens,-8210815.43,4971683.37
4025388,brooklyn,-8234417.39,4958589.33
3924128,,-8229985.76,4987007.65
3308081,bronx,-8218887.33,4992095.92
4038494,manhattan,-8232746.93,4978772.60
4093716,brooklyn,-8227999.38,4958405.38
3741858,,-8225418.33,4974846.34
356444,brooklyn,-8234505.02,4963880.28
4026895,queens,-8224838.35,4970898.89
320540,manhattan,-8233435.70,4978537.89
3361078,staten island,-8249272.65,4950453.63
3582940,,-8217553.60,4969440.68
133276,brooklyn,-8234647.80,4960185.69
4262000,,-8237205.95,4963447.86
4486004,,-8224379.71,4962728.31
3174030,,-8224920.10,4986203.65
4118461,,-8227437.10,4952673.66
4426148,,-8211293.00,4965332.47
3493555,brooklyn,-8239013.11,4964941.58
3888043,,-8234803.67,4975048.52
4471173,queens,-8223754.10,4973349.35
3637174,bronx,-8221508.12,4993936.36
3528059,bronx,-8218072.35,4989136.22
4085152,,-8226305.54,4963163.44
3797089,,-8228417.27,4967914.42
4412344,,-8235504.98,4969790.78
229486,queens,-8217846.37,4964183.30
3304513,,-8215917.27,4973823.35
3857136,,-8207392.36,4969840.57
3756281,staten island,-8261899.95,4946784.57
264021,queens,-8209468.45,4978097.32
4568353,queens,-8211507.84,4967128.47
3550762,queens,-8232793.24,4974534.26
3102224,,-8227490.45,4978290.81
3711841,manhattan,-8234653.39,4975321.83
3581884,queens,-8207920.01,4962709.97
4567632,manhattan,-8235594.71,4976093.00
84143,bronx,-8221952.44,4987801.29
3858567,queens,-8213984.70,4969939.40
1022225,brooklyn,-8232604.97,4952066.21
4247239,brooklyn,-8238456.06,4961543.37
3201376,brooklyn,-8229609.66,4964374.59
4108722,manhattan,-8230930.31,4983920.75
1037981,brooklyn,-8233398.86,4961569.40
56209,manhattan,-8231444.29,4981130.12
1018241,staten island,-8248520.49,4950853.59
3681121,manhattan,-8235498.31,4971619.62
4136552,brooklyn,-8238727.68,4958881.54
4480673,brooklyn,-8232352.42,4958787.36
3141472,queens,-8225718.75,4979035.40
4297886,brooklyn,-8225217.95,4964608.97
3627836,brooklyn,-8228749.00,4955603.48
3488757,,-8228471.82,4988957.73
3134584,manhattan,-8237083.77,4977050.18
3282425,brooklyn,-8231150.87,4971992.88
3183429,queens,-8226588.62,4976434.01
309275,manhattan,-8236032.24,4976708.00
3442500,brooklyn,-8225532.98,4964166.58
4027334,queens,-8219823.41,4966135.45
3585202,manhattan,-8234465.93,4977943.01
3756599,brooklyn,-8224832.78,4962470.92
4446636,brooklyn,-8223178.58,4963487.49
249586,queens,-8218271.07,4975288.00
3304234,bronx,-8226566.55,4986711.72
3126730,manhattan,-8237441.52,4971285.08
4467363,,-8230527.16,4988756.73
3215057,queens,-8226966.31,4971280.43
4268686,,-8226598.31,4963575.11
4214769,queens,-8216943.57,4967418.59
71026,manhattan,-8230398.44,4991260.13
330238,manhattan,-8235866.59,4977215.02
3214314,brooklyn,-8227744.27,4961689.74
995868,bronx,-8218472.59,4987071.02
3669276,brooklyn,-8233187.76,4960883.53
3603573,,-8231214.73,4984680.55
3598981,bronx,-8222676.53,4992181.64
3523864,bronx,-8224589.44,4985366.56
203831,queens,-8219556.90,4966923.24
3351892,manhattan,-8232650.42,4977728.64
129917,brooklyn,-8234948.34,4956979.24
4378222,queens,-8210370.16,4967643.67
3615970,,-8229898.38,4989635.80
2983933,,-8237373.37,4967754.43
4071903,brooklyn,-8230072.59,4963472.96
3779163,,-8238389.27,4971193.08
3781364,brooklyn,-8235565.10,4960439.55
4518676,brooklyn,-8223328.19,4964281.51
3290437,staten island,-8249959.32,4952531.70
173925,brooklyn,-8229918.25,4964396.60
3171310,manhattan,-8232364.07,4984098.02
3296714,manhattan,-8234743.49,4975748.12
2927120,,-8223535.94,4988477.71
4057455,queens,-8215975.09,4967810.61
133479,brooklyn,-8235353.90,4959796.09
173814,brooklyn,-8229360.73,4963568.68
354818,brooklyn,-8230945.75,4963024.08
3212043,brooklyn,-8230105.48,4969329.90
4279605,,-8229015.06,4992068.30
93031,bronx,-8227748.43,4990156.23
3436738,brooklyn,-8230959.14,4969423.94
347241,brooklyn,-8227995.62,4961896.20
3664397,,-8255820.79,4953765.90
214132,queens,-8225991.59,4971998.55
3869109,brooklyn,-8229580.56,4966803.57
3890916,queens,-8222611.40,4971696.00
2866614,,-8233599.09,4985195.70
3211170,bronx,-8225475.92,4992036.92
4403557,,-8219512.27,4978885.78
3213153,queens,-8214060.00,4968377.98
4417629,queens,-8223209.75,4973117.38
3563396,queens,-8216611.84,4973906.45
3277688,queens,-8230292.94,4977421.36
3250461,brooklyn,-8233125.14,4966129.09
3806097,bronx,-8227803.90,4990261.24
4342000,,-8232273.38,4966918.97
3811347,,-8212063.33,4974785.80
3840112,manhattan,-8237625.62,4971010.51
3195545,manhattan,-8236060.10,4973362.60
4586401,,-8231833.67,4983560.58
3680483,,-8215833.16,4980845.12
4348279,queens,-8211838.02,4969591.94
3202200,manhattan,-8234280.46,4977434.05
4559417,brooklyn,-8226242.09,4958974.54
4396313,brooklyn,-8233151.69,4968684.42
32571,manhattan,-8235410.92,4975387.33
3844280,,-8238091.60,4971938.37
4328175,brooklyn,-8238568.05,4955362.40
3417780,,-8230647.45,4962871.25
4121997,queens,-8211492.26,4968401.46
4090405,brooklyn,-8231200.26,4969067.54
4449130,brooklyn,-8222837.27,4963924.85
3603283,bronx,-8229002.81,4983576.76
3558473,brooklyn,-8235087.54,4954913.25
3619691,brooklyn,-8232041.17,4965041.83
3290596,bronx,-8226406.44,4991289.46
220257,queens,-8208649.29,4963091.87
301590,staten island,-8261822.28,4946882.45
4568715,manhattan,-8231149.05,4982071.67
4388604,,-8239740.13,4959941.46
315953,manhattan,-8237989.41,4974659.62
4359187,bronx,-8225054.31,4992777.80
3845105,brooklyn,-8238250.12,4959303.00
4243039,queens,-8218510.95,4977587.62
4045191,brooklyn,-8228757.91,4960401.55
4598657,,-8218400.74,4977248.41
224397,queens,-8204878.60,4976178.12
4234469,,-8237774.79,4964621.89
3671927,bronx,-8222453.89,4996921.58
4430221,queens,-8205168.20,4973274.28
75804,bronx,-8228508.82,4983786.76
4269427,brooklyn,-8232893.87,4963725.54
4052433,brooklyn,-8240022.89,4958297.42
4269730,bronx,-8226705.18,4988543.67
3108254,,-8254629.58,4955159.14
120554,brooklyn,-8232084.59,4950175.78
3506435,queens,-8219240.54,4975081.14
4207510,manhattan,-8231268.16,4986922.62
4316882,brooklyn,-8231939.42,4959862.09
4271275,brooklyn,-8230239.57,4971650.47
3925724,brooklyn,-8227115.95,4964050.19
3912006,,-8227330.79,4976562.82
4565827,,-8236691.09,4966958.17
3792025,manhattan,-8236666.05,4971609.93
3982171,bronx,-8222916.31,4990904.67
3959439,queens,-8216963.61,4977933.01
4399521,queens,-8219236.31,4963364.36
3713125,,-8239108.40,4960252.93
4178552,,-8236551.39,4952622.94
2984009,,-8237078.98,4968315.24
3672678,,-8241113.26,4954335.97
42850,manhattan,-8236716.51,4976966.24
3974848,brooklyn,-8231486.35,4952017.79
3753495,,-8218401.86,4990124.08
27254,manhattan,-8236505.99,4976599.16
4314936,brooklyn,-8229619.52,4964243.35
1026291,queens,-8214297.85,4971331.20
3737898,queens,-8223867.64,4975306.54
3263788,brooklyn,-8227175.38,4959420.65
3674144,,-8228626.55,4976854.83
3728873,bronx,-8225076.02,4985979.80
3318249,brooklyn,-8226515.46,4964799.80
4617538,,-8246117.07,4954425.99
287037,staten island,-8249281.87,4955860.80
4379397,brooklyn,-8234667.19,4966031.37
4058873,brooklyn,-8238686.94,4961255.04
3962241,brooklyn,-8229345.68,4963188.54
3236459,manhattan,-8234188.89,4976160.97
3642616,queens,-8208796.66,4977677.57
3313945,,-8233468.64,4976205.39
3316065,queens,-8213537.29,4976691.94
3905881,queens,-8227132.65,4974858.97
3752668,queens,-8225269.16,4971207.62
4002858,,-8250596.57,4948230.46
56569,manhattan,-8231078.43,4981790.51
3983954,manhattan,-8228619.87,4992370.05
1021360,queens,-8220374.39,4964073.71
4021390,brooklyn,-8233312.55,4955003.43
4038415,,-8257248.46,4947061.92
3950746,manhattan,-8233834.08,4976805.01
3202424,brooklyn,-8240702.51,4956010.19
4434115,manhattan,-8237004.46,4978631.49
3852827,,-8229886.69,4966620.50
294914,staten island,-8254578.27,4946633.97
4291133,bronx,-8224850.60,4986200.46
113355,bronx,-8224944.78,4992585.69
208554,queens,-8220814.54,4966452.02
3558866,,-8230993.21,4975678.16
3251517,manhattan,-8231034.91,4983729.87
3973077,bronx,-8224613.49,4987048.85
4453733,queens,-8223611.05,4974986.51
4540896,bronx,-8221118.05,4997903.60
327299,brooklyn,-8229479.77,4966132.35
4544250,,-8228780.73,4973029.38
3407368,manhattan,-8236947.69,4976125.62
3490473,queens,-8212130.12,4965169.54
3249859,brooklyn,-8232862.54,4969624.67
4293025,brooklyn,-8227323.00,4967456.32
3557711,queens,-8209740.09,4970415.98
3677558,bronx,-8221371.86,4990326.28
3135188,staten island,-8255541.44,4946941.10
4317192,queens,-8225173.42,4974588.03
4576459,brooklyn,-8239007.10,4960840.98
4153366,queens,-8230249.59,4974762.00
224677,queens,-8212464.99,4962269.13
4460256,,-8230180.57,4966356.10
3232379,brooklyn,-8230110.01,4962398.32
3201984,queens,-8212125.15,4963342.11
4558668,bronx,-8220805.25,4987410.32
3177509,manhattan,-8238427.40,4970874.65
132925,brooklyn,-8234030.25,4957470.48
3966389,brooklyn,-8227693.70,4963126.02
316784,queens,-8213271.38,4976652.14
3984362,brooklyn,-8230325.29,4953675.00
2818790,manhattan,-8235690.91,4977598.63
4462887,manhattan,-8236564.75,4977242.53
4569518,brooklyn,-8234356.17,4957063.88
146429,brooklyn,-8225975.12,4959201.04
3961897,,-8223134.61,4994650.12
3437420,,-8230942.00,4975615.42
3569370,brooklyn,-8235897.94,4951771.23
3969108,queens,-8221287.26,4980626.94
4095434,queens,-8217027.06,4973153.81
4356937,,-8253046.04,4958151.91
3984601,manhattan,-8234134.64,4976851.60
