cid,zipcode,x,y
185049,11237,-8227412.37,4967160.76
4017743,,-8226687.37,4989417.72
3165076,11207,-8225803.52,4962793.19
65791,10031,-8232641.45,4985842.19
4315733,11211,-8233349.84,4970107.27
349483,11101,-8230742.35,4973231.64
4168643,10301,-8246028.02,4959686.34
3081532,,-8212853.75,4974532.04
4052527,,-8215740.21,4980133.40
3705632,11249,-8233079.89,4970928.70
3866851,,-8227170.49,4993735.70
189339,11217,-8235509.68,4966541.72
249337,11354,-8218680.61,4977283.81
4508290,,-8229833.26,4968639.05
4523014,,-8231697.19,4980672.37
3892355,11203,-8231365.01,4960746.93
228327,11419,-8217866.11,4965937.15
4456132,10034,-8228630.34,4992373.44
4580483,10301,-8246240.64,4960110.03
2812633,11217,-8234773.42,4965476.58
3639386,11373,-8223551.50,4973240.63
4449850,11378,-8228816.35,4970842.63
3636268,11228,-8238342.96,4956393.93
63054,10025,-8233831.17,4983688.18
4118526,,-8229996.90,4978346.77
172645,11216,-8232440.43,4963789.15
268784,11412,-8209570.29,4967389.55
3376001,11373,-8224052.20,4973978.26
4296480,,-8226423.54,4976689.50
248812,11358,-8215823.64,4977045.86
3780318,10469,-8221254.98,4992951.80
3864006,10456,-8228312.63,4987779.01
3958613,11417,-8220382.23,4965594.79
3521554,,-8212794.70,4979711.63
4550182,11377,-8227330.13,4975874.93
4434241,11203,-8228970.53,4961487.90
4330483,10453,-8227757.15,4990951.17
4295253,,-8228791.31,4976018.94
4002356,11205,-8232490.45,4967766.86
3259744,10012,-8236775.62,4971897.45
295773,10308,-8254500.81,4946318.02
3354059,10032,-8231379.65,4988546.13
3284294,11358,-8216195.10,4977519.88
3422271,11415,-8218788.69,4970028.26
4356138,,-8229760.90,4982406.64
4338412,10453,-8228057.71,4989588.71
4121525,11220,-8239496.34,4959759.69
4196065,,-8258373.35,4957993.06
4094544,11418,-8217777.36,4968739.34
350400,11231,-8238317.42,4965725.98
3724238,,-8207718.08,4974749.36
4410058,11218,-8235118.15,4959818.66
309343,10452,-8228579.94,4988620.64
3256651,11212,-8227728.53,4962182.30
3559030,10010,-8235673.63,4974062.63
116570,11229,-8231387.97,4953551.55
4244066,,-8234994.03,4966286.66
4144420,,-8233856.34,4975601.46
4496105,10455,-8227036.24,4984127.09
3758064,10455,-8228598.17,4985057.96
4172532,,-8226471.41,4992038.87
3491424,10018,-8237077.93,4976313.72
3902055,10018,-8236967.72,4976855.42
4257187,,-8229440.30,4989509.54
3645348,11224,-8235877.90,4950448.81
3820339,,-8211838.46,4963353.20
111597,10467,-8224213.23,4995426.21
3780247,,-8212898.22,4971436.75
3723085,10032,-8231447.39,4989022.92
3363454,10461,-8220754.01,4989703.91
3877045,11417,-8219423.10,4965353.76
4549871,,-8229101.89,4987349.70
3205009,10016,-8236100.08,4974565.13
4090959,11355,-8218787.02,4975392.80
3285326,11209,-8240365.84,4956516.28
3180561,11238,-8233721.37,4965701.83
42142,10019,-8236525.11,4978062.28
3672207,10021,-8233008.09,4978299.74
3948432,,-8214944.27,4968675.46
4372461,11373,-8224857.83,4972984.28
3162126,,-8217651.38,4969629.02
180479,11205,-8232653.34,4968073.23
3926535,,-8221482.74,4987982.20
4145708,11367,-8219330.26,4974534.26
3182499,10469,-8219625.97,4994209.27
4565872,11211,-8231586.54,4969877.72
43937,10019,-8236044.57,4977434.50
3313084,10458,-8225884.93,4992607.07
3833749,,-8238884.64,4959004.47
123451,11204,-8234751.28,4954795.50
3792358,11218,-8236246.93,4959312.98
4346310,11212,-8228157.90,4962167.74
353314,10304,-8247245.65,4956134.33
3018780,,-8210027.39,4963162.59
4398734,11436,-8214901.97,4964469.53
4438918,11417,-8220537.41,4965415.26
4241661,11203,-8231478.56,4961011.03
3764863,,-8232486.00,4981107.12
4575262,11692,-8215204.76,4952451.71
4515528,11205,-8234287.15,4966452.11
4369684,10466,-8221980.78,4996118.86
3401725,11236,-8227902.81,4958800.12
4198124,11226,-8233264.12,4959811.33
3688450,10454,-8228341.58,4983824.13
4329838,,-8219497.24,4989479.52
3965229,11372,-8225088.82,4976324.45
4110465,11372,-8224496.04,4975842.01
36497,10017,-8234443.38,4975701.25
3834210,11377,-8226047.28,4975626.58
1018459,11229,-8231970.27,4953149.89
4034944,11205,-8233344.83,4967305.39
3125775,11215,-8236589.84,4962931.67
3189883,11418,-8217288.32,4968358.28
4104380,10024,-8234703.48,4980612.24
3370711,11220,-8239948.88,4958530.54
3281842,11385,-8224507.81,4968838.65
3916096,11691,-8210469.79,4953669.87
4486305,10467,-8222438.30,4994700.47
3430027,,-8255234.69,4958719.88
3298226,10467,-8224331.23,4993906.92
3804430,,-8224324.05,4988783.51
314103,10458,-8225427.83,4991876.88
2815510,10011,-8238513.73,4975174.20
1027711,11212,-8229431.39,4962088.44
3998336,,-8235107.57,4970130.32
4261727,,-8236904.27,4975129.92
4558456,,-8227485.53,4989780.75
3325652,11421,-8222204.99,4967215.54
3823121,10461,-8218798.16,4989458.48
3980975,,-8234678.99,4966119.30
4011516,11101,-8230213.97,4974991.21
4211647,11210,-8230471.12,4957304.85
3096941,,-8215720.52,4962861.29
4434347,,-8235940.24,4969760.53
3723177,11203,-8229409.13,4959172.00
50194,10065,-8233719.01,4977602.05
3455151,11365,-8214013.09,4975451.13
4176563,,-8230265.18,4963895.65
95387,10466,-8221530.56,4996297.51
3302534,10075,-8233121.97,4979104.60
4062358,,-8250706.22,4950002.08
4514356,11365,-8214984.35,4973716.48
3436630,10452,-8230029.18,4987639.39
3331778,11228,-8238940.84,4957416.31
3471269,10040,-8229262.19,4991941.72
3127621,,-8209308.97,4976256.60
266999,11375,-8220862.44,4972932.51
132258,11218,-8234454.10,4958841.13
4249513,10465,-8223188.04,4994408.95
210709,11432,-8215122.88,4968827.48
3504893,11367,-8217733.94,4972703.25
3881373,10306,-8248151.99,4949147.81
3360041,11226,-8232978.59,4960342.09
4119918,,-8235981.43,4976916.26
4313080,11234,-8229596.15,4955619.32
262597,11364,-8210890.35,4975571.76
3688854,11215,-8236203.63,4964132.53
3580391,,-8224670.26,4994772.61
3837679,11377,-8226684.03,4974241.87
4175751,11234,-8228432.86,4956385.57
37715,10019,-8235790.52,4977894.34
4015703,,-8234799.22,4975648.48
3650995,,-8235874.12,4980753.08
3907685,,-8212981.71,4970424.05
155381,11216,-8231823.67,4963745.71
4489222,10456,-8226615.01,4986993.97
4246958,11370,-8224926.29,4977428.45
106355,10462,-8223018.60,4991215.06
3493248,,-8233718.31,4975847.45
4324669,11212,-8229341.22,4962803.45
3706823,,-8220875.38,4988568.68
3632310,,-8237273.85,4963074.95
3244516,11354,-8219501.10,4977753.73
342000,11369,-8223784.28,4976812.00
194196,11211,-8231612.70,4970090.36
3745784,,-8230711.57,4973802.14
3194571,11234,-8229999.87,4954948.67
1027160,11226,-8233301.68,4960864.97
4026678,10461,-8221892.84,4991117.93
4253912,10032,-8231006.56,4987304.24
3886732,10453,-8228692.23,4990732.77
3505011,,-8256474.24,4950477.39
4439770,,-8229937.45,4985907.28
4365605,11365,-8213667.44,4974203.97
4476817,11236,-8226680.69,4959333.07
4443210,11208,-8223693.43,4966577.92
3142476,11210,-8231678.04,4957095.32
4146741,10016,-8235641.91,4975396.18
3638551,,-8222371.07,4976676.71
4058471,10001,-8236446.75,4974996.06
3902744,,-8221226.03,4973129.13
3662268,11219,-8236455.65,4958543.86
3612846,11040,-8204948.90,4975539.74
1954799,11218,-8234210.92,4960306.76
4082470,11218,-8234030.00,4960512.91
3944130,11432,-8214558.00,4969659.64
3668756,,-8234142.43,4982755.44
4294695,10075,-8232180.98,4978580.04
3470310,,-8234950.06,4976223.64
4249455,11691,-8212570.94,4952894.15
3841324,10013,-8237637.87,4970837.93
3649313,11222,-8232150.93,4972449.85
4474510,11229,-8231707.88,4955238.05
3312921,10016,-8236078.31,4975027.30
199474,11249,-8233381.04,4971176.10
4246486,10012,-8237322.83,4971466.57
3565648,,-8218008.90,4992620.00
210382,11432,-8215060.80,4969281.58
224037,11413,-8209952.53,4965803.78
4319388,11426,-8206206.81,4973069.49
3568923,10466,-8220931.48,4995922.28
4392891,,-8229090.76,4966741.32
4047403,,-8217615.94,4951610.86
3171387,10470,-8223963.52,4996935.42
4253469,11228,-8239643.84,4957154.23
4387007,,-8221016.75,4981312.96
3386121,10472,-8220966.94,4987053.41
4024308,10038,-8237926.85,4969681.52
4000762,10013,-8238058.65,4972047.07
3752603,10065,-8232953.54,4977776.04
51663,10021,-8232599.74,4977821.00
4420312,10022,-8233779.53,4976904.21
4387657,11432,-8214810.69,4968993.67
3869542,11206,-8231445.83,4968718.64
3668999,,-8232929.50,4964013.21
3143349,11385,-8226239.28,4969331.37
4479206,,-8232180.98,4986674.59
3920435,,-8212637.73,4969906.80
3568648,,-8219044.17,4991133.08
4054086,,-8232413.20,4964181.26
4362255,11226,-8233301.97,4960864.75
1475,10013,-8238531.08,4971610.80
84250,10472,-8223664.63,4987158.61
3403151,11378,-8227197.96,4970603.41
4054574,,-8248600.61,4955178.37
3474002,11426,-8205857.26,4973479.95
360654,10310,-8250576.30,4957763.68
3805896,11201,-8237397.42,4966898.41
162051,11233,-8227432.16,4965121.90
48729,10021,-8233007.00,4978299.66
3858734,,-8212063.33,4974785.80
303076,10312,-8259090.26,4943794.37
4346740,10463,-8226992.94,4994592.25
3325239,10036,-8237190.67,4976856.15
4189123,11201,-8236533.58,4966336.57
4160155,10306,-8248708.59,4950468.30
4431621,10456,-8226511.48,4987909.81
3594957,10033,-8230375.38,4990558.81
17695,10011,-8238134.03,4974402.71
4509054,11213,-8229676.30,4963480.89
1013368,10039,-8230860.38,4986068.83
4446445,,-8211268.95,4975700.94
4350318,11229,-8232940.18,4953664.15
38134,10019,-8237281.84,4978002.23
165816,11207,-8224879.65,4964487.57
3281259,11432,-8214546.43,4969126.00
3985162,11372,-8223810.87,4976228.05
4345028,11419,-8218842.68,4965952.39
3523906,10312,-8258107.96,4944663.73
3318329,11222,-8230788.24,4971349.99
4405092,11206,-8232103.06,4968995.14
3660901,,-8214593.62,4964090.26
4346898,,-8228443.99,4983481.91
1004419,10460,-8222556.12,4988930.20
277587,11102,-8228625.46,4978520.89
3196331,10452,-8229690.97,4987320.06
3871269,,-8232704.19,4967735.29
127406,11234,-8228432.10,4956385.91
42339,10022,-8234925.23,4976691.22
3466830,,-8232654.09,4968073.29
4045332,11238,-8234022.21,4965512.59
4342086,11434,-8212039.28,4963382.26
4143513,11434,-8211139.93,4965091.30
3695516,10454,-8228752.34,4984545.23
3136356,10004,-8239385.23,4968909.05
4127085,11226,-8232714.20,4959471.41
4596801,,-8237394.08,4966898.85
3772030,10301,-8246802.80,4959473.91
3209222,10016,-8235009.36,4974668.14
186419,11207,-8227155.22,4966630.58
4299467,,-8234205.22,4975044.11
3549784,11213,-8230591.34,4963655.53
4473638,,-8230732.72,4976815.59
217718,11379,-8223350.80,4970143.39
3431728,10462,-8221945.16,4988019.87
3419447,11238,-8233969.89,4965489.10
3535372,,-8256811.54,4959442.37
3808589,,-8220948.85,4986945.13
3863963,,-8228391.67,4988968.47
3376579,10462,-8222287.20,4990581.34
4178671,11226,-8233042.60,4959058.45
3202290,10460,-8225901.37,4987963.15
3659321,10002,-8235806.10,4970593.54
3670396,,-8219306.89,4990719.37
4131052,10455,-8228098.90,4985790.78
999488,11233,-8228919.97,4965089.92
1033798,10009,-8235453.05,4972051.65
3266724,11373,-8223078.81,4973205.43
3448,10013,-8238158.37,4971327.80
3998843,,-8255974.41,4955166.64
4165913,,-8228432.86,4978588.86
3967261,11422,-8208767.82,4961728.11
3288673,10065,-8233820.75,4977418.14
4087992,,-8227884.05,4961460.02
4445428,11220,-8239836.87,4958810.54
129400,11234,-8228757.30,4957719.91
218212,11374,-8222030.85,4969931.34
4401311,,-8219507.26,4974790.36
3694384,,-8226334.48,4974230.12
3191087,11372,-8223577.74,4976536.20
4538206,11357,-8217491.82,4980190.00
4106030,,-8226659.54,4994615.07
4059919,,-8215284.91,4968742.57
3587513,10022,-8234263.77,4977266.92
3898224,11201,-8236500.85,4966776.12
3714433,10458,-8225049.86,4991007.10
3476736,11413,-8208950.83,4964493.16
3202011,11104,-8228695.40,4974546.61
3767120,11207,-8225034.27,4965334.97
3593816,11419,-8218440.82,4967170.46
996572,11372,-8225358.28,4975161.22
3185383,10032,-8231354.15,4988171.74
3721954,10475,-8219057.53,4994433.25
4016102,11236,-8225363.78,4958476.38
3337490,11234,-8229831.60,4958323.14
3235287,10463,-8226963.75,4995008.91
3728547,11432,-8214977.67,4969591.35
954247,11369,-8223841.33,4978521.73
345869,11364,-8211433.44,4975913.25
316814,11105,-8226607.69,4979839.79
3567770,10018,-8236344.33,4976142.96
1720,10004,-8239499.64,4968896.54
4063297,,-8236934.88,4952493.35
4495765,10472,-8222746.66,4987455.19
3155956,10003,-8236518.43,4973249.36
3141335,11692,-8213880.43,4952390.93
3157886,10469,-8220602.03,4993796.84
3996847,11238,-8233061.52,4965698.72
3614727,,-8233286.39,4968357.85
3132750,10460,-8225488.79,4988153.65
4121152,11234,-8229016.17,4954957.97
3930848,11205,-8233273.47,4967745.13
351912,11204,-8235590.23,4957587.29
113004,10458,-8225550.87,4991963.89
3905284,,-8229497.07,4966239.68
4279191,11416,-8220816.82,4966453.58
398216,10003,-8236271.03,4972980.37
61937,10035,-8230338.87,4983715.65
15016,10009,-8236354.36,4971607.92
2817663,10002,-8237080.53,4970520.33
3314375,11211,-8232044.08,4970567.50
2814356,10308,-8254824.65,4945273.58
3695017,11207,-8224740.39,4962523.60
4471951,11374,-8223315.50,4972864.55
3213129,11211,-8231039.79,4969948.50
4161390,10451,-8229822.79,4986796.40
4448570,11208,-8223148.97,4965007.63
3428179,11434,-8211868.52,4966165.10
3896166,11211,-8232201.69,4969800.92
3318833,11229,-8232940.08,4953664.30
997833,10027,-8232957.09,4986017.99
3122213,,-8248309.90,4955095.05
4441243,,-8236830.80,4977509.72
3786734,,-8236432.94,4954466.32
3192718,11428,-8209639.03,4970445.70
341650,10468,-8226362.59,4991974.16
3591461,,-8230284.10,4963633.81
3376626,11214,-8236248.41,4954185.29
66184,10031,-8232613.79,4986434.90
94108,10453,-8227265.33,4990027.69
4080206,11203,-8229794.29,4961262.38
3597385,10457,-8226243.87,4989791.94
3986241,10461,-8218799.27,4991049.49
3868337,10451,-8228863.11,4985135.33
4577953,10036,-8237351.77,4977318.51
3213948,10305,-8246737.78,4954150.54
326971,10006,-8239387.71,4969320.16
3264048,,-8220521.96,4974457.62
3680510,,-8235863.43,4972506.56
4109986,10463,-8227441.00,4994015.86
4017060,11434,-8212465.63,4962268.99
85091,10473,-8222968.08,4986261.18
3395480,11220,-8239284.70,4958500.07
4520230,10453,-8228425.73,4991286.45
4554177,11226,-8231729.47,4961262.96
3931043,,-8236708.35,4953604.62
4214910,11235,-8232663.00,4951739.86
3206211,10022,-8233778.76,4976904.21
141091,11220,-8239981.35,4958427.86
3700618,10457,-8226785.33,4989501.60
319096,10022,-8234311.57,4976950.80
3955374,,-8224297.34,4996895.22
3888221,11691,-8210337.32,4954455.03
4071697,,-8232560.14,4977399.20
3803909,11234,-8230217.31,4956358.14
235038,11367,-8217807.45,4972111.08
4557746,11236,-8226161.49,4958219.68
3822984,,-8234761.37,4972886.44
3970520,,-8206772.31,4977657.73
3969139,,-8230061.46,4969124.66
3561527,11216,-8231655.56,4965015.56
134362,11220,-8238314.97,4959221.32
263199,11361,-8212459.51,4976883.22
3427801,,-8220740.68,4975042.64
244429,11104,-8228798.64,4974562.83
3130699,11237,-8229080.09,4968775.64
45442,10028,-8233036.89,4979684.78
3318560,,-8237751.13,4969714.54
4286513,11364,-8209459.56,4973496.99
48024,10065,-8233769.68,4977510.10
3254865,10451,-8229043.78,4985443.60
3528062,,-8232093.04,4984186.36
4552639,11385,-8225180.55,4968628.33
4139034,,-8228842.51,4983671.62
3497806,10018,-8236282.55,4975633.34
3306289,11221,-8229607.19,4967871.69
180959,11249,-8233400.92,4967926.09
310552,10016,-8235055.18,4974577.41
3168272,11231,-8237657.57,4964476.21
3662545,,-8212468.53,4962262.68
3143674,11203,-8230633.60,4959629.13
998267,10012,-8236951.58,4971266.92
4125827,10036,-8236106.11,4976580.16
76934,10459,-8225828.55,4985971.96
3349487,,-8248301.06,4955060.81
3313774,,-8218931.14,4970246.79
4144377,11230,-8232983.60,4956190.37
2881546,,-8226700.57,4984399.52
190214,11201,-8236579.73,4967270.07
4212568,,-8214839.63,4952479.71
3267513,10019,-8236095.62,4977342.53
3373862,10011,-8238573.63,4975581.53
3499715,11104,-8229006.15,4974594.50
3686905,11372,-8224351.88,4976321.66
164659,11207,-8225209.91,4961659.43
4545827,10031,-8232301.21,4986865.98
3771280,10304,-8247688.90,4954527.31
4277837,11385,-8226931.16,4968996.90
3870176,11230,-8233629.25,4956991.43
130793,11230,-8233944.45,4955295.11
3477227,10306,-8249131.60,4949847.16
302509,10312,-8257714.38,4942689.37
3633954,11209,-8241196.75,4956653.22
18411,10001,-8237432.99,4975669.10
3426523,11355,-8218780.34,4976203.95
4453283,,-8230285.66,4971899.15
3334756,10455,-8227839.86,4985246.27
4470519,11220,-8239574.00,4959142.63
115202,11224,-8237058.85,4950277.13
4369901,10472,-8221831.61,4986786.98
22945,10009,-8234837.21,4972568.39
4301636,11211,-8232994.73,4968808.65
4397363,11432,-8215036.67,4969227.16
3994900,,-8239501.35,4958728.69
326081,10023,-8236161.31,4978721.05
3918438,10466,-8220260.89,4997003.02
4592799,10011,-8237626.18,4974569.96
4608835,11220,-8239722.21,4960204.51
3456904,11235,-8232879.40,4950960.34
3848336,,-8255017.06,4955606.12
3268583,11379,-8224512.65,4970020.88
3851455,,-8225189.01,4992339.73
3430855,10309,-8263176.78,4945645.20
998047,11201,-8235653.31,4966904.01
232538,11420,-8216778.94,4965109.71
4532068,11205,-8232256.68,4966810.91
3996950,11234,-8228781.29,4958001.12
175667,11216,-8232050.53,4964910.93
3526806,10010,-8235776.60,4973773.64
261375,11358,-8214563.93,4978056.71
3988549,,-8218956.23,4968602.04
270981,11413,-8211343.83,4963361.38
3318725,10457,-8226882.02,4988423.44
4273783,11412,-8211285.20,4966917.79
3448689,10031,-8231810.29,4986597.21
4547242,10458,-8225458.40,4993009.65
3914799,,-8231493.03,4986420.67
3219709,10035,-8231475.05,4983360.42
3675762,10027,-8232500.47,4983930.75
3536732,11355,-8217921.51,4975676.99
4248898,11234,-8229236.58,4958371.79
3646444,,-8229955.71,4985468.05
3569171,10475,-8218484.23,4995534.14
3955642,11236,-8226362.31,4957629.29
4454421,11208,-8224518.86,4965434.35
4502903,10470,-8222596.93,4997285.63
4250507,11237,-8229759.12,4970038.98
3934836,11203,-8229248.83,4960360.03
999754,10027,-8233418.29,4984435.20
3244238,,-8230521.59,4951484.57
297320,10304,-8247887.22,4954608.61
3046009,,-8228427.32,4972806.10
1016280,10036,-8235874.40,4976247.73
214562,11385,-8225478.20,4968534.81
4116545,11691,-8210849.39,4954043.45
3372603,,-8215632.55,4963053.62
4499063,,-8223492.50,4965006.60
133932,11218,-8234231.48,4958873.27
3505364,11204,-8235401.01,4957838.31
180059,11216,-8231425.20,4964985.08
4504822,11201,-8236257.50,4968748.44
4402964,10461,-8219079.13,4990165.73
3476249,,-8238946.98,4955387.04
3907981,11204,-8236472.80,4956946.11
3750687,11238,-8234022.21,4965512.59
2821790,10018,-8235977.29,4976058.58
3330704,11385,-8227342.66,4969319.29
4505845,11233,-8228406.14,4963889.19
4380501,10028,-8232220.39,4978987.21
2816475,11361,-8211013.03,4977442.91
3350726,10002,-8236523.55,4970684.33
3533050,10032,-8230739.40,4989285.58
3474980,11226,-8233159.48,4959874.41
2634582,11433,-8214775.44,4966482.00
3849452,10001,-8236954.36,4975039.12
201806,11693,-8216947.00,4952069.20
4298747,,-8247339.36,4954627.32
3956354,10036,-8237400.31,4977226.36
4513781,11373,-8225552.58,4975042.64
129641,11234,-8228460.24,4956736.95
4382414,10468,-8227415.84,4992016.79
3266547,11205,-8233483.76,4967617.42
1407954,10035,-8230879.50,4984011.92
3971967,,-8230536.80,4975494.34
4615726,10065,-8233369.88,4977647.00
4127950,10460,-8224033.96,4988692.87
98793,10470,-8221487.53,4997728.32
3858978,11238,-8233073.77,4966138.24
3779532,,-8237346.77,4973577.50
3827652,11101,-8230893.02,4976598.82
303260,10312,-8256143.33,4945768.16
3833022,11207,-8224938.54,4961816.59
4580012,11213,-8231023.71,4963291.12
232613,11420,-8216762.92,4966031.95
93536,10468,-8226381.12,4991611.80
3516377,,-8217520.21,4976704.05
4036225,,-8227906.76,4986280.04
228253,11419,-8218842.63,4965952.79
4502493,,-8210790.94,4972233.62
3657088,11217,-8235162.12,4965907.47
4421338,,-8211036.96,4963235.06
3535033,,-8250412.45,4955179.39
4451342,,-8230177.79,4992475.60
